query_id,query,intent,intent_prob_informational,intent_prob_comparison,intent_prob_transactional,intent_prob_navigational,intent_confidence,mentions_own_brand,mentions_own_product,mentions_competitor_brand,mentions_competitor_product,out_of_category,mentions_competitor,own_product_only,latency_ms,model,input_tokens,output_tokens
Q0451,Sony FE 24-70mm F2.8 GM II 下取り amazon,transactional,0.0,0.0,1.0,0.0,0.99,0.03,0.05,0.86,0.95,0.04,0.95,0.0485,284.6,jev-1.13.0,1083,152
Q0452,Z50 II 使い方 まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.93,0.02,0.02,0.03,0.02,0.8835,253.0,jev-1.13.0,1075,153
Q0453,a7c2 sony Canon どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.05,0.92,0.95,0.04,0.95,0.048,383.5,jev-1.13.0,1078,150
Q0454,α7R V キャンペーン 楽天,transactional,0.0,0.0,0.98,0.02,0.97,0.03,0.09,0.32,0.86,0.07,0.86,0.0873,237.1,jev-1.13.0,1078,152
Q0455,テレビ 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.02,0.02,0.02,0.96,0.02,0.0194,210.3,jev-1.13.0,1068,152
Q0456,会社説明会 おすすめ,informational,0.48,0.17,0.04,0.31,0.32,0.21,0.02,0.03,0.02,0.83,0.03,0.0158,256.4,jev-1.13.0,1073,153
Q0457,Sony α7R V 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.87,0.96,0.03,0.96,0.0392,306.2,jev-1.13.0,1072,152
Q0458,Z5II 口コミ まとめ,informational,0.97,0.03,0.0,0.0,0.96,0.08,0.89,0.03,0.02,0.04,0.03,0.8188,324.4,jev-1.13.0,1074,153
Q0459,アルファ α9 III 比較 おすすめ CANON RF100-500 望遠,comparison,0.0,1.0,0.0,0.0,1.0,0.06,0.11,0.55,0.85,0.04,0.85,0.1034,283.6,jev-1.13.0,1092,150
Q0460,nikon Z5II 比較 おすすめ どこで 下取り,comparison,0.0,0.88,0.12,0.0,0.83,0.39,0.89,0.06,0.03,0.04,0.06,0.5429,286.3,jev-1.13.0,1085,150
Q0461,Z 30 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.08,0.94,0.02,0.02,0.03,0.02,0.8648,271.4,jev-1.13.0,1071,152
Q0462,Z5 II 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.91,0.03,0.03,0.03,0.03,0.8281,238.0,jev-1.13.0,1073,152
Q0463,Z 40mm f2 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.09,0.93,0.02,0.02,0.03,0.02,0.8463,243.6,jev-1.13.0,1081,153
Q0464,nikon Z 30 価格 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.4,0.94,0.03,0.02,0.03,0.03,0.564,240.5,jev-1.13.0,1075,152
Q0465,CANON eos r8 と Sony a7 IV どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.02,0.04,0.87,0.97,0.03,0.97,0.0392,270.7,jev-1.13.0,1080,150
Q0466,Nikon NIKKOR Z 24-120mm f/4 S 評判 どこで 値段,transactional,0.01,0.0,0.99,0.0,0.98,0.66,0.91,0.04,0.02,0.03,0.04,0.3094,266.1,jev-1.13.0,1094,152
Q0467,z30 ダウンロード ダウンロード,navigational,0.34,0.0,0.18,0.48,0.31,0.06,0.89,0.02,0.03,0.09,0.03,0.8366,227.8,jev-1.13.0,1080,153
Q0468,Z50 II 最安値 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.08,0.87,0.03,0.02,0.03,0.03,0.8004,218.1,jev-1.13.0,1075,152
Q0469,Canon R5II 登録,transactional,0.17,0.01,0.44,0.38,0.26,0.02,0.04,0.83,0.93,0.07,0.93,0.0392,409.9,jev-1.13.0,1071,152
Q0470,Z f スペック まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.09,0.93,0.03,0.03,0.04,0.03,0.8463,242.7,jev-1.13.0,1074,153
Q0471,NIKON Zfc 比較 おすすめ 最安値,comparison,0.0,0.51,0.49,0.0,0.35,0.88,0.91,0.06,0.04,0.04,0.06,0.1092,193.4,jev-1.13.0,1081,150
Q0472,α a1ii と NIKON Zf 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.89,0.91,0.13,0.84,0.03,0.84,0.1001,206.8,jev-1.13.0,1077,150
Q0473,z8 最安値 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.05,0.92,0.03,0.03,0.03,0.03,0.874,212.4,jev-1.13.0,1073,152
Q0474,z50ii 中古 店舗,transactional,0.0,0.0,0.99,0.01,0.99,0.08,0.81,0.03,0.03,0.04,0.03,0.7452,208.4,jev-1.13.0,1074,152
Q0475,Z6 III 在庫 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.1,0.94,0.03,0.02,0.04,0.03,0.846,275.1,jev-1.13.0,1074,152
Q0476,ニコン Z5 II 画質,informational,1.0,0.0,0.0,0.0,0.99,0.98,0.95,0.03,0.02,0.03,0.03,0.019,219.2,jev-1.13.0,1072,153
Q0477,NIKON 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.97,0.03,0.04,0.02,0.17,0.04,0.0009,262.7,jev-1.13.0,1072,153
Q0478,Nikon Z fc 最安値 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.55,0.94,0.04,0.02,0.03,0.04,0.423,212.7,jev-1.13.0,1074,152
Q0479,z5ii スペック,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.89,0.03,0.03,0.04,0.03,0.8455,239.3,jev-1.13.0,1071,153
Q0480,決算 最安値,transactional,0.0,0.0,0.99,0.01,0.98,0.33,0.03,0.03,0.02,0.71,0.03,0.0201,524.2,jev-1.13.0,1069,152
Q0481,NIKKOR Z 50mm F1.8 初心者 まとめ,informational,0.99,0.01,0.0,0.0,0.98,0.14,0.94,0.03,0.02,0.03,0.03,0.8084,227.1,jev-1.13.0,1085,153
Q0482,Z5 II 評判,informational,0.99,0.01,0.0,0.0,0.99,0.06,0.93,0.02,0.02,0.03,0.02,0.8742,259.7,jev-1.13.0,1070,153
Q0483,nikon CANON NIKKOR Z 40mm f/2 購入,transactional,0.0,0.0,1.0,0.0,1.0,0.55,0.95,0.92,0.1,0.03,0.92,0.4275,235.2,jev-1.13.0,1083,152
Q0484,キヤノン R10 登録,navigational,0.26,0.01,0.27,0.46,0.27,0.02,0.04,0.95,0.93,0.06,0.95,0.0392,269.1,jev-1.13.0,1074,153
Q0485,Nikon Z 180-600mm キャンペーン,transactional,0.26,0.0,0.65,0.09,0.53,0.88,0.95,0.04,0.02,0.04,0.04,0.114,236.3,jev-1.13.0,1082,152
Q0486,nikon カメラ 評判,informational,0.92,0.08,0.0,0.0,0.9,0.88,0.04,0.04,0.03,0.04,0.04,0.0048,227.6,jev-1.13.0,1073,153
Q0487,nikon CANON zf どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.49,0.49,0.89,0.55,0.04,0.89,0.2499,226.5,jev-1.13.0,1078,150
Q0488,z30 初心者 まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.06,0.91,0.02,0.04,0.04,0.04,0.8554,261.6,jev-1.13.0,1075,153
Q0489,180-600mm 望遠 ダウンロード 性能比較,comparison,0.05,0.94,0.0,0.01,0.92,0.07,0.12,0.04,0.04,0.04,0.04,0.1116,217.3,jev-1.13.0,1087,150
Q0490,Nikon ニコンZf とは,informational,1.0,0.0,0.0,0.0,1.0,0.97,0.96,0.06,0.03,0.04,0.06,0.0288,209.8,jev-1.13.0,1074,153
Q0491,nikon NIKKOR Z 40mm f/2 最安値 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.34,0.93,0.03,0.02,0.03,0.03,0.6138,212.6,jev-1.13.0,1084,152
Q0492,NIKON 採用,informational,0.67,0.06,0.02,0.25,0.55,0.97,0.06,0.06,0.03,0.9,0.06,0.0018,190.4,jev-1.13.0,1070,153
Q0493,Nikon アルファ どちらを選ぶべき,comparison,0.01,0.98,0.0,0.01,0.98,0.67,0.3,0.08,0.08,0.05,0.08,0.099,276.2,jev-1.13.0,1079,150
Q0494,株価 おすすめ,comparison,0.34,0.49,0.17,0.0,0.31,0.17,0.02,0.04,0.03,0.93,0.04,0.0166,221.0,jev-1.13.0,1070,150
Q0495,ニコン z8 評判,informational,1.0,0.0,0.0,0.0,0.99,0.98,0.97,0.02,0.02,0.04,0.02,0.0194,193.8,jev-1.13.0,1072,153
Q0496,キヤノンR1 画質,informational,0.94,0.06,0.0,0.0,0.93,0.02,0.04,0.94,0.91,0.05,0.94,0.0392,195.2,jev-1.13.0,1072,153
Q0497,ニコン sony Zfc 問い合わせ,comparison,0.09,0.59,0.11,0.21,0.47,0.97,0.19,0.92,0.78,0.08,0.92,0.0057,273.0,jev-1.13.0,1076,150
Q0498,200-600mm G望遠 ソニー NIKON 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.5,0.89,0.52,0.04,0.89,0.015,304.7,jev-1.13.0,1085,150
Q0499,nikon Z50II セール,transactional,0.0,0.0,1.0,0.0,1.0,0.28,0.92,0.03,0.02,0.03,0.03,0.6624,191.2,jev-1.13.0,1073,152
Q0500,ニコン NIKKOR Z 50mm f/1.8 S と canon RF50 1.8 STM どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.96,0.74,0.96,0.03,0.96,0.0384,244.4,jev-1.13.0,1098,150
Q0501,アルファ ZV-E10 II どっちがいい nikon Z5II,comparison,0.0,1.0,0.0,0.0,1.0,0.5,0.89,0.19,0.91,0.03,0.91,0.445,250.3,jev-1.13.0,1085,150
Q0502,NIKKOR Z 180-600mm 問い合わせ ダウンロード,informational,0.47,0.0,0.08,0.45,0.28,0.3,0.95,0.03,0.02,0.04,0.03,0.665,208.8,jev-1.13.0,1091,153
Q0503,Zfc レビュー,informational,1.0,0.0,0.0,0.0,0.99,0.06,0.94,0.03,0.02,0.04,0.03,0.8836,213.8,jev-1.13.0,1070,153
Q0504,ソニー カメラ 初心者,informational,0.74,0.19,0.06,0.01,0.66,0.02,0.02,0.96,0.1,0.04,0.96,0.0196,253.6,jev-1.13.0,1075,153
Q0505,eos r1 キヤノン NIKON vs,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.07,0.92,0.95,0.04,0.95,0.0028,269.8,jev-1.13.0,1076,150
Q0506,Z6III 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.93,0.02,0.02,0.03,0.02,0.8835,246.6,jev-1.13.0,1070,153
Q0507,canon ソニー 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.03,0.94,0.07,0.05,0.94,0.0291,348.8,jev-1.13.0,1072,150
Q0508,Z5II 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.91,0.02,0.02,0.04,0.02,0.8645,283.9,jev-1.13.0,1072,153
Q0509,スマートフォン とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.02,0.02,0.02,0.82,0.02,0.0194,352.9,jev-1.13.0,1073,153
Q0510,canon RF50mm F1.8 STM 特徴,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.05,0.84,0.91,0.04,0.91,0.049,284.6,jev-1.13.0,1076,153
Q0511,Nikon Z 30 下取り 予約,transactional,0.0,0.0,0.99,0.01,0.98,0.75,0.97,0.03,0.02,0.04,0.03,0.2425,255.3,jev-1.13.0,1076,152
Q0512,キヤノン Nikon どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.05,0.94,0.08,0.03,0.94,0.003,282.8,jev-1.13.0,1077,150
Q0513,Z 40mm f2 レビュー,informational,1.0,0.0,0.0,0.0,1.0,0.06,0.95,0.03,0.02,0.03,0.03,0.893,310.5,jev-1.13.0,1075,153
Q0514,Z fc Nikon キヤノン どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.88,0.95,0.96,0.16,0.03,0.96,0.114,263.2,jev-1.13.0,1080,150
Q0515,NIKON ニコンZf と canon R6 Mark II どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.98,0.96,0.76,0.94,0.03,0.94,0.0192,206.5,jev-1.13.0,1087,150
Q0516,Z6 mark3 キャンペーン 楽天,transactional,0.0,0.0,0.99,0.01,0.98,0.14,0.93,0.04,0.03,0.05,0.04,0.7998,286.6,jev-1.13.0,1078,152
Q0517,Nikon canon Z50II vs,comparison,0.0,1.0,0.0,0.0,1.0,0.51,0.58,0.78,0.45,0.04,0.78,0.2842,200.7,jev-1.13.0,1071,150
Q0518,Nikon カメラ 口コミ,informational,0.92,0.08,0.0,0.0,0.89,0.97,0.04,0.05,0.03,0.04,0.05,0.0012,218.7,jev-1.13.0,1073,153
Q0519,Nikon ニコンZf 購入 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.97,0.96,0.04,0.02,0.03,0.04,0.0288,242.2,jev-1.13.0,1078,152
Q0520,nikon Canon vs,comparison,0.0,1.0,0.0,0.0,1.0,0.45,0.04,0.82,0.13,0.04,0.82,0.022,290.5,jev-1.13.0,1067,150
Q0521,EOS R5 Mark II 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.03,0.21,0.94,0.05,0.94,0.0294,242.9,jev-1.13.0,1079,153
Q0522,ニコン 180-600mm 望遠 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.98,0.81,0.03,0.02,0.03,0.03,0.0162,293.3,jev-1.13.0,1081,153
Q0523,Nikon キヤノン 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.95,0.08,0.94,0.09,0.04,0.94,0.004,273.3,jev-1.13.0,1074,150
Q0524,腕時計 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.06,0.02,0.03,0.02,0.97,0.03,0.0188,250.4,jev-1.13.0,1070,152
Q0525,ニコン Sony 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.98,0.03,0.94,0.09,0.04,0.94,0.0006,255.9,jev-1.13.0,1071,150
Q0526,Canon ニコン 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.05,0.94,0.11,0.03,0.94,0.002,328.5,jev-1.13.0,1077,150
Q0527,40mm f2 単焦点 通販 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.06,0.09,0.03,0.03,0.03,0.03,0.0846,251.3,jev-1.13.0,1079,152
Q0528,Nikon Z6 III 価格,transactional,0.0,0.0,1.0,0.0,1.0,0.57,0.95,0.03,0.02,0.03,0.03,0.4085,363.9,jev-1.13.0,1071,152
Q0529,Sony α7C II vs nikon Zf,comparison,0.0,1.0,0.0,0.0,1.0,0.49,0.91,0.92,0.93,0.03,0.93,0.4641,281.7,jev-1.13.0,1073,150
Q0530,Nikon Z6 3 公式ストア,navigational,0.0,0.0,0.07,0.93,0.91,0.85,0.94,0.03,0.03,0.04,0.03,0.141,237.7,jev-1.13.0,1075,153
Q0531,ニコン カメラ 評判,informational,0.96,0.04,0.0,0.0,0.95,0.98,0.04,0.03,0.02,0.04,0.03,0.0008,279.2,jev-1.13.0,1074,153
Q0532,z5ii 初心者,informational,0.95,0.04,0.01,0.0,0.93,0.09,0.88,0.03,0.03,0.04,0.03,0.8008,237.5,jev-1.13.0,1071,153
Q0533,24-120mm f4 S 画質 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.14,0.78,0.02,0.03,0.03,0.03,0.6708,240.2,jev-1.13.0,1083,153
Q0534,r5 mark2 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.08,0.12,0.77,0.19,0.77,0.0776,295.6,jev-1.13.0,1074,152
Q0535,ソニー カスタマーサポート,navigational,0.0,0.0,0.0,1.0,1.0,0.02,0.02,0.97,0.06,0.09,0.97,0.0196,193.0,jev-1.13.0,1076,153
Q0536,プリンター おすすめ,comparison,0.01,0.99,0.0,0.0,0.99,0.04,0.02,0.03,0.02,0.97,0.03,0.0192,830.0,jev-1.13.0,1073,150
Q0537,Z50 II ログイン 画質,informational,0.62,0.0,0.0,0.38,0.48,0.11,0.87,0.03,0.03,0.06,0.03,0.7743,258.3,jev-1.13.0,1075,153
Q0538,Z 180-600mm 在庫 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.13,0.95,0.03,0.02,0.03,0.03,0.8265,221.7,jev-1.13.0,1081,152
Q0539,40mm f2 単焦点 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.07,0.09,0.03,0.02,0.04,0.03,0.0837,262.1,jev-1.13.0,1079,153
Q0540,ニコン canon 40mm f2 単焦点 中古,transactional,0.0,0.07,0.93,0.0,0.9,0.97,0.35,0.89,0.38,0.04,0.89,0.0105,268.7,jev-1.13.0,1081,152
Q0541,Z6 mark3 評判 まとめ,informational,1.0,0.0,0.0,0.0,0.99,0.05,0.93,0.03,0.03,0.04,0.03,0.8835,234.0,jev-1.13.0,1075,153
Q0542,sony α7R V 作例,informational,0.97,0.03,0.0,0.0,0.95,0.02,0.04,0.92,0.96,0.04,0.96,0.0392,616.4,jev-1.13.0,1071,153
Q0543,アルファ a9 III と ニコン Z8 どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.86,0.89,0.2,0.86,0.03,0.86,0.1246,186.7,jev-1.13.0,1086,150
Q0544,NIKKOR Z 24-120mm f/4 S ログイン,navigational,0.0,0.0,0.0,1.0,0.99,0.18,0.95,0.03,0.03,0.05,0.03,0.779,209.0,jev-1.13.0,1085,153
Q0545,ニコン zf と Sony a7RV どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.96,0.9,0.95,0.02,0.95,0.0288,289.6,jev-1.13.0,1082,150
Q0546,ニコン zfc サポート どこで レビュー,navigational,0.26,0.0,0.01,0.73,0.63,0.98,0.96,0.03,0.02,0.04,0.03,0.0192,234.4,jev-1.13.0,1082,153
Q0547,NIKON カメラ 初心者,informational,0.82,0.06,0.09,0.03,0.77,0.97,0.05,0.04,0.02,0.04,0.04,0.0015,233.6,jev-1.13.0,1075,153
Q0548,Sony 200-600mm G望遠 レビュー,informational,0.98,0.02,0.0,0.0,0.97,0.02,0.03,0.93,0.91,0.04,0.93,0.0294,248.2,jev-1.13.0,1081,153
Q0549,24-105mm f4 L キャンペーン 店舗,transactional,0.0,0.0,0.84,0.16,0.78,0.04,0.12,0.66,0.52,0.08,0.66,0.1152,281.3,jev-1.13.0,1084,152
Q0550,キヤノン EOS R8 価格 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.03,0.95,0.95,0.04,0.95,0.0294,196.8,jev-1.13.0,1074,152
Q0551,ソニー Nikon α7 IV 通販,transactional,0.0,0.0,1.0,0.0,1.0,0.94,0.96,0.96,0.48,0.04,0.96,0.0576,323.9,jev-1.13.0,1073,152
Q0552,Z30 レビュー まとめ,informational,1.0,0.0,0.0,0.0,0.99,0.06,0.91,0.03,0.03,0.04,0.03,0.8554,255.5,jev-1.13.0,1075,153
Q0553,SONY a6700 特徴,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.04,0.93,0.95,0.04,0.95,0.0392,255.7,jev-1.13.0,1073,153
Q0554,α nikon α7C II 会員登録,navigational,0.02,0.0,0.09,0.89,0.85,0.89,0.74,0.16,0.64,0.06,0.64,0.0814,256.4,jev-1.13.0,1075,153
Q0555,アルファ α7RV 通販 どこで 修理,transactional,0.01,0.0,0.83,0.16,0.78,0.03,0.07,0.18,0.94,0.06,0.94,0.0679,312.9,jev-1.13.0,1080,152
Q0556,ニコン Z5 2 レビュー ダウンロード,informational,0.74,0.0,0.13,0.13,0.66,0.98,0.97,0.03,0.03,0.05,0.03,0.0194,199.0,jev-1.13.0,1082,153
Q0557,NIKON z5ii 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.95,0.89,0.05,0.03,0.04,0.05,0.0445,240.3,jev-1.13.0,1072,153
Q0558,ニコン Z6 mark3 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.96,0.02,0.02,0.03,0.02,0.0192,212.2,jev-1.13.0,1074,152
Q0559,アルファ6700 購入 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.05,0.13,0.85,0.05,0.85,0.0485,336.8,jev-1.13.0,1079,152
Q0560,z8 Nikon ソニー どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.93,0.96,0.95,0.1,0.03,0.95,0.0672,236.2,jev-1.13.0,1079,150
Q0561,Canon RF100-500 望遠 比較 sony α7CII,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.06,0.91,0.93,0.03,0.93,0.0576,228.8,jev-1.13.0,1084,150
Q0562,R1 画質,informational,0.98,0.02,0.0,0.0,0.97,0.06,0.63,0.03,0.06,0.11,0.06,0.5922,285.6,jev-1.13.0,1068,153
Q0563,Nikon Z50II レビュー どこで 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.47,0.89,0.04,0.02,0.03,0.04,0.4717,306.4,jev-1.13.0,1082,152
Q0564,Z6 3 スペック,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.89,0.03,0.03,0.04,0.03,0.8455,222.9,jev-1.13.0,1072,153
Q0565,Z f 評判 まとめ,informational,0.99,0.01,0.0,0.0,0.98,0.07,0.94,0.03,0.03,0.04,0.03,0.8742,255.6,jev-1.13.0,1073,153
Q0566,nikon zf 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.5,0.91,0.03,0.02,0.04,0.03,0.455,282.2,jev-1.13.0,1070,153
Q0567,Nikon Z8 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.38,0.96,0.03,0.02,0.03,0.03,0.5952,346.9,jev-1.13.0,1073,152
Q0568,Z30 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.94,0.02,0.02,0.03,0.02,0.893,275.0,jev-1.13.0,1077,153
Q0569,NIKON Z 50mm f1.8 中古 どこで 初心者,transactional,0.0,0.0,1.0,0.0,1.0,0.95,0.94,0.04,0.03,0.03,0.04,0.047,234.5,jev-1.13.0,1087,152
Q0570,α7RV α canon 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.06,0.15,0.81,0.86,0.04,0.86,0.141,343.1,jev-1.13.0,1072,150
Q0571,キヤノン 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.02,0.02,0.96,0.07,0.18,0.96,0.0196,222.7,jev-1.13.0,1073,153
Q0572,Z5II 設定方法 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.94,0.02,0.02,0.03,0.02,0.893,207.0,jev-1.13.0,1079,153
Q0573,アルファ α7IV と Canon eos r7 どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.11,0.7,0.93,0.03,0.93,0.1067,240.1,jev-1.13.0,1082,150
Q0574,24-120mm f4 S 価格 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.82,0.03,0.02,0.03,0.03,0.7462,195.4,jev-1.13.0,1080,152
Q0575,ソニー a6700 購入 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.96,0.96,0.03,0.96,0.0392,230.3,jev-1.13.0,1078,152
Q0576,CANON R6II 特徴,informational,0.99,0.01,0.0,0.0,0.98,0.02,0.08,0.82,0.94,0.04,0.94,0.0784,245.0,jev-1.13.0,1071,153
Q0577,ニコンZ8 レビュー まとめ,informational,1.0,0.0,0.0,0.0,0.99,0.98,0.96,0.03,0.02,0.03,0.03,0.0192,230.5,jev-1.13.0,1077,153
Q0578,z9 ログイン,navigational,0.01,0.0,0.0,0.99,0.99,0.07,0.91,0.03,0.03,0.05,0.03,0.8463,283.7,jev-1.13.0,1070,153
Q0579,ソニー α7RV レビュー どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.05,0.05,0.94,0.96,0.03,0.96,0.0475,191.7,jev-1.13.0,1081,150
Q0580,Z8 ダウンロード,navigational,0.25,0.0,0.15,0.6,0.46,0.06,0.94,0.02,0.03,0.08,0.03,0.8836,201.5,jev-1.13.0,1072,153
Q0581,canon r6 mark2 評判 どこで 会員登録,navigational,0.35,0.02,0.13,0.5,0.34,0.02,0.05,0.92,0.96,0.05,0.96,0.049,277.7,jev-1.13.0,1081,153
Q0582,NIKON アルファ z50ii 修理,transactional,0.25,0.0,0.47,0.28,0.29,0.97,0.77,0.05,0.04,0.05,0.05,0.0231,222.3,jev-1.13.0,1078,152
Q0583,インクカートリッジ 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.04,0.02,0.03,0.02,0.95,0.03,0.0192,266.7,jev-1.13.0,1076,152
Q0584,NIKKOR 180-600 使い方 まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.12,0.9,0.04,0.02,0.03,0.04,0.792,204.5,jev-1.13.0,1083,153
Q0585,eos r50 評判 初心者向け,informational,0.93,0.07,0.0,0.0,0.91,0.02,0.04,0.19,0.92,0.06,0.92,0.0392,227.1,jev-1.13.0,1079,153
Q0586,FE 200-600mm G ソニー ニコン 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.09,0.92,0.93,0.04,0.93,0.0027,293.2,jev-1.13.0,1086,150
Q0587,α ワイヤレスイヤホン,informational,0.62,0.03,0.25,0.1,0.5,0.02,0.03,0.18,0.48,0.96,0.48,0.0294,319.7,jev-1.13.0,1074,153
Q0588,NIKON カメラ 評判,informational,0.95,0.05,0.0,0.0,0.94,0.97,0.05,0.04,0.03,0.04,0.04,0.0015,208.1,jev-1.13.0,1074,153
Q0589,ニコンZf レビュー 初心者向け,informational,1.0,0.0,0.0,0.0,0.99,0.98,0.97,0.02,0.02,0.03,0.02,0.0194,270.1,jev-1.13.0,1080,153
Q0590,Z 50mm f1.8 評判 まとめ,informational,1.0,0.0,0.0,0.0,0.99,0.09,0.88,0.03,0.03,0.03,0.03,0.8008,269.1,jev-1.13.0,1080,153
Q0591,Z 8 nikon キヤノン 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.84,0.96,0.96,0.09,0.03,0.96,0.1536,280.7,jev-1.13.0,1082,150
Q0592,canon nikon EOS R8 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.8,0.45,0.93,0.85,0.04,0.93,0.09,237.4,jev-1.13.0,1073,152
Q0593,ニコン Z 30 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.98,0.97,0.02,0.02,0.03,0.02,0.0194,191.9,jev-1.13.0,1073,153
Q0594,nikon キヤノン vs,comparison,0.0,1.0,0.0,0.0,1.0,0.65,0.04,0.96,0.16,0.04,0.96,0.014,246.0,jev-1.13.0,1071,150
Q0595,Z5II 作例,informational,1.0,0.0,0.0,0.0,0.99,0.05,0.92,0.03,0.03,0.04,0.03,0.874,258.2,jev-1.13.0,1069,153
Q0596,Zf ニコン Sony 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.96,0.94,0.1,0.03,0.94,0.0576,299.3,jev-1.13.0,1079,150
Q0597,Z 30 初心者,informational,0.95,0.02,0.03,0.0,0.93,0.11,0.96,0.02,0.03,0.03,0.03,0.8544,205.8,jev-1.13.0,1072,153
Q0598,Z 24-120mm f4 通販 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.93,0.03,0.03,0.03,0.03,0.8463,239.9,jev-1.13.0,1081,152
Q0599,NIKON NIKKOR 180-600 と アルファ α6700 どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.82,0.83,0.22,0.89,0.03,0.89,0.1494,210.2,jev-1.13.0,1096,150
Q0600,ソニー FE 24-70mm F2.8 GM II 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.04,0.94,0.93,0.04,0.94,0.0388,230.4,jev-1.13.0,1084,152
Q0601,Z5II 最安値 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.07,0.87,0.03,0.03,0.03,0.03,0.8091,221.9,jev-1.13.0,1074,152
